tool_id	biotools_id	filtered_on	reason	to_keep	EDAM_operations	EDAM_topics	description	has_biocontainers_infos	has_biotools_infos	has_galaxy_infos
mtbtndb	mtbtndb	biotools_description	profiles in bio.tools description	True	DNA barcoding, Dimensionality reduction, Gene expression profiling, Gene prediction, Query and retrieval	Gene expression, Microarray experiment, Mobile genetic elements, Model organisms, RNA-Seq	The Mycobacterium tuberculosis transposon sequencing database (MtbTnDB) is large-scale guide to genetic conditional essentiality. TnSeq has been used extensively in M. tuberculosis genetic research and identification of gene essentiality (TnSeq) profiles is important for predicting gene function. However, these profiles are buried across dozens of research papers within supplementary materials which makes querying them cumbersome. The MtbTnDB solves this problem by building a central repository of TnSeq screens performed in M. tuberculosis, and allows users easy access to data through an interactive web-app.	False	True	False
decon2	decon2	biotools_description	profiling in bio.tools description	True	Deisotoping, Gene expression QTL analysis, Genetic mapping, Genotyping, Quantification	Cell biology, Epigenetics, Gene expression, Genotype and phenotype, RNA-Seq	Decon2 is a statistical framework for estimating cell counts using molecular profiling such as expression or methylation data from heterogeneous samples (Decon-cell) and consecutive deconvolution of expression quantitative trait loci (Decon-eQTL) into each cell subpopulation.	False	True	False
salt	salt	biotools_description	profile in bio.tools description	True	Protein domain recognition, Structure classification	DNA, Protein folds and structural domains, RNA-Seq	This tool can accurately and sensitivity classify short reads of NGS into protein domain families. It is based on profile HMM and a supervised graph contribution algorithm. Compared to existing tools, it has high sensitivity and specificity in classifying short reads into their native domain families.	False	True	False
presrat	presrat	biotools_description	ITS in bio.tools description	True	Molecular dynamics, RNA secondary structure analysis, cis-regulatory element prediction, trans-regulatory element prediction	DNA binding sites, Functional, regulatory and non-coding RNA, Gene expression, Gene transcripts, RNA-Seq	"A server for identification of bacterial small-RNA sequences and their targets with probable binding region.

Predicting small RNAs and their Targets.

Here, we present a webserver, PresRAT which aims to identify novel sRNA and its target genes.

PresRAT aims to predict potential bacterial sRNA and the potential target of that sRNA against a bacterial genome containing mRNA sequences. With an added advantage PresRAT can build and perform molecular dynamics simulation on 3D models these sRNA and sRNA-mRNA bound duplex regions.

Bacterial small-RNAs (sRNA) are RNAs of varied length (40 to 500 nucleotide long) mostly encoded in the intergenic regions of bacterial chromosomes. Most sRNAs act as regulatory elements by base pairing with the 5' untranslated region of mRNA transcripts.These sRNAs play important roles in gene regulation by modifying the stability and expression of the target transcript."	False	True	False
metasbt	metasbt	EDAM_topics	Metagenomics in EDAM Topics	True		Metagenomics	MetaSBT is a scalable framework designed to automatically index microbial genomes and accurately characterize metagenome-assembled genomes using Sequence Bloom Trees.	False	True	False
metawrap	metawrap	EDAM_topics	Metagenomics in EDAM Topics	True	Demultiplexing, Genome annotation, Read binning, Sequence assembly, Sequence trimming	Metagenomic sequencing, Metagenomics, Whole genome sequencing	MetaWRAP aims to be an easy-to-use metagenomic wrapper suite that accomplishes the core tasks of metagenomic analysis from start to finish: read quality control, assembly, visualization, taxonomic profiling, extracting draft genomes (binning), and functional annotation.	True	True	True
ricexpro	ricexpro	biotools_description	profiles in bio.tools description	True	Gene expression analysis, Gene expression clustering, Gene expression comparison, Gene expression correlation, Gene expression profiling	Gene expression, Gene transcripts, Model organisms, Plant biology, Surgery	It is a gene expression database to provide the transcriptional changes throughout the growth of the rice plant in the field. It contains two data sets corresponding to spatiotemporal gene expression profiles of various organs and tissues, and continuous gene expression profiles of leaf from transplanting to harvesting. Analysis tools facilitate the comparison of expression profiles between two random samples and the prediction of function of uncharacterized genes.	False	True	False
markerscan	markerscan	EDAM_topics	Metagenomics in EDAM Topics	True	Deposition, Genome assembly, Taxonomic classification	Biodiversity, Metagenomics, Model organisms, Sequence assembly, Sequencing	Separation and assembly of cobionts sequenced alongside target species in biodiversity genomics projects.	False	True	False
abundancebin		biocontainers_description	metagenomic in BioContainers description	True			Abundance-based tool for binning metagenomic sequences	True	False	False
hybracter	hybracter	EDAM_topics	Metagenomics in EDAM Topics	True	Base-calling, De-novo assembly, Genome assembly, Scaffolding, Sequence trimming	Computer science, Metagenomics, Sequence assembly, Sequencing, Statistics and probability	Enabling scalable, automated, complete and accurate bacterial genome assemblies.	False	True	False
bioconductor-rnaseqpower		biocontainers_keywords	profiling in BioContainers keywords	True			Sample size for RNAseq studies	True	False	False
bcftools	bcftools	biotools_description	ITS in bio.tools description	True	Data handling, Variant calling	DNA polymorphism, GWAS study, Genetic variation, Genotyping experiment	BCFtools is a set of utilities that manipulate variant calls in the Variant Call Format (VCF) and its binary counterpart BCF. All commands work transparently with both VCFs and BCFs, both uncompressed and BGZF-compressed.	True	True	True
r-proxy		biocontainers_keywords	metagenomics in BioContainers keywords	True			Provides an extensible framework for the efficient calculation of auto- and cross-proximities, along with implementations of the most popular ones.	True	False	False
sinimin	sinimin	biotools_description	ITS in bio.tools description	True	Aggregation, Database search, Genotyping	DNA polymorphism, Genotype and phenotype, Protein interaction experiment, Protein interactions, Statistics and probability	"Network-guided search for genetic heterogeneity between gene pairs.

This repository contains the code for the Significant Network Interval Mining approach, short SiNIMin, and its permutation-testing based counterpart SiNIMin-WY. The methods are described in Network-guided detection of candidate intervals that exhibit genetic heterogeneity (under review)."	False	True	False
benchdamic	benchdamic	EDAM_topics	Metagenomics in EDAM Topics	True	Standardisation and normalisation, Visualisation	Bioinformatics, Metagenomics, Microbial ecology	Benchmark of differential abundance methods on microbiome data.	False	True	False
