package.name	keep	about.summary	about.description	about.home
bioconductor-rtpca	False	Thermal proximity co-aggregation with R	R package for performing thermal proximity co-aggregation analysis with thermal proteome profiling datasets to analyse protein complex assembly and (differential) protein-protein interactions across conditions.	https://bioconductor.org/packages/3.20/bioc/html/Rtpca.html
bioconductor-phyloprofile	False	PhyloProfile	PhyloProfile is a tool for exploring complex phylogenetic profiles. Phylogenetic profiles, presence/absence patterns of genes over a set of species, are commonly used to trace the functional and evolutionary history of genes across species and time. With PhyloProfile we can enrich regular phylogenetic profiles with further data like sequence/structure similarity, to make phylogenetic profiling more meaningful. Besides the interactive visualisation powered by R-Shiny, the package offers a set of further analysis features to gain insights like the gene age estimation or core gene identification.	https://bioconductor.org/packages/3.20/bioc/html/PhyloProfile.html
amrfior	False	AMRfíor: A customisable and multi-tool approach for antimicrobial resistance gene detection	"AMRfíor orchestrates multiple alignment tools (BLAST, DIAMOND, Bowtie2, BWA, Minimap2) 
to search DNA and protein sequences against AMR databases with transparent, 
coverage-based validation.
"	https://github.com/NickJD/AMRfior
bakta	False	Rapid & standardized annotation of bacterial genomes, MAGs & plasmids.		https://github.com/oschwengers/bakta
r-mmgenome	False	Tools for extracting individual genomes from metagenomes		https://github.com/MadsAlbertsen/mmgenome
args_oap	False	ARGs-OAP: Online Analysis Pipeline for Antibiotic Resistance Genes Detection from Metagenomic Data Using an Integrated Structured ARG Database		https://github.com/xinehc/args_oap
ngmaster	False	In silico multi-antigen sequence typing for Neisseria gonorrhoeae (NG-MAST) and Neisseria gonorrhoeae sequence typing for antimicrobial resistance (NG-STAR).		https://github.com/MDU-PHL/ngmaster
bioconductor-gloscope	False	Population-level Representation on scRNA-Seq data	This package aims at representing and summarizing the entire single-cell profile of a sample. It allows researchers to perform important bioinformatic analyses at the sample-level such as visualization and quality control. The main functions Estimate sample distribution and calculate statistical divergence among samples, and visualize the distance matrix through MDS plots.	https://bioconductor.org/packages/3.20/bioc/html/GloScope.html
bioconductor-sampleclassifier	False	Sample Classifier	The package is designed to classify microarray RNA-seq gene expression profiles.	https://bioconductor.org/packages/3.20/bioc/html/sampleClassifier.html
obitools	False	The OBITools package is a set of programs specifically designed for analyzing NGS data in a DNA metabarcoding context, taking into account taxonomic information		http://metabarcoding.org/obitools
bioconductor-tomoda	False	Tomo-seq data analysis	This package provides many easy-to-use methods to analyze and visualize tomo-seq data. The tomo-seq technique is based on cryosectioning of tissue and performing RNA-seq on consecutive sections. (Reference: Kruse F, Junker JP, van Oudenaarden A, Bakkers J. Tomo-seq: A method to obtain genome-wide expression data with spatial resolution. Methods Cell Biol. 2016;135:299-307. doi:10.1016/bs.mcb.2016.01.006) The main purpose of the package is to find zones with similar transcriptional profiles and spatially expressed genes in a tomo-seq sample. Several visulization functions are available to create easy-to-modify plots.	https://bioconductor.org/packages/3.20/bioc/html/tomoda.html
bioconductor-rnaseqdata.hnrnpc.bam.chr14	False	Aligned reads from RNAseq experiment: Transcription profiling by high throughput sequencing of HNRNPC knockdown and control HeLa cells	The package contains 8 BAM files, 1 per sequencing run. Each BAM file was obtained by (1) aligning the reads (paired-end) to the full hg19 genome with TopHat2, and then (2) subsetting to keep only alignments on chr14. See accession number E-MTAB-1147 in the ArrayExpress database for details about the experiment, including links to the published study (by Zarnack et al., 2012) and to the FASTQ files.	https://bioconductor.org/packages/3.20/data/experiment/html/RNAseqData.HNRNPC.bam.chr14.html
bioconductor-oppar	False	Outlier profile and pathway analysis in R	The R implementation of mCOPA package published by Wang et al. (2012). Oppar provides methods for Cancer Outlier profile Analysis. Although initially developed to detect outlier genes in cancer studies, methods presented in oppar can be used for outlier profile analysis in general. In addition, tools are provided for gene set enrichment and pathway analysis.	https://bioconductor.org/packages/3.20/bioc/html/oppar.html
bioconductor-smoothclust	False	smoothclust	Method for segmentation of spatial domains and spatially-aware clustering in spatial transcriptomics data. The method generates spatial domains with smooth boundaries by smoothing gene expression profiles across neighboring spatial locations, followed by unsupervised clustering. Spatial domains consisting of consistent mixtures of cell types may then be further investigated by applying cell type compositional analyses or differential analyses.	https://bioconductor.org/packages/3.20/bioc/html/smoothclust.html
r-immucellaimouse	False	ImmuCellAI-mouse is a tool to estimate the abundance of 36 immune cells based on gene expression profile from RNA-Seq or microarray data.		https://github.com/lydiaMyr/ImmuCellAI-mouse
scapp	False	Plasmid assembly in metagenomes		https://github.com/Shamir-Lab/SCAPP
resfinder	False	ResFinder identifies acquired antimicrobial resistance genes in total or partial sequenced isolates of bacteria.		https://bitbucket.org/genomicepidemiology/resfinder
bioconductor-nanomethviz	False	Visualise methylation data from Oxford Nanopore sequencing	NanoMethViz is a toolkit for visualising methylation data from Oxford Nanopore sequencing. It can be used to explore methylation patterns from reads derived from Oxford Nanopore direct DNA sequencing with methylation called by callers including nanopolish, f5c and megalodon. The plots in this package allow the visualisation of methylation profiles aggregated over experimental groups and across classes of genomic features.	https://bioconductor.org/packages/3.20/bioc/html/NanoMethViz.html
bioconductor-mpac	False	Multi-omic Pathway Analysis of Cancer	Multi-omic Pathway Analysis of Cancer (MPAC), integrates multi-omic data for understanding cancer mechanisms. It predicts novel patient groups with distinct pathway profiles as well as identifying key pathway proteins with potential clinical associations. From CNA and RNA-seq data, it determines genes’ DNA and RNA states (i.e., repressed, normal, or activated), which serve as the input for PARADIGM to calculate Inferred Pathway Levels (IPLs). It also permutes DNA and RNA states to create a background distribution to filter IPLs as a way to remove events observed by chance. It provides multiple methods for downstream analysis and visualization.	https://bioconductor.org/packages/3.20/bioc/html/MPAC.html
bioconductor-hireewas	False	Detection of cell-type-specific risk-CpG sites in epigenome-wide association studies	"In epigenome-wide association studies, the measured signals for each sample are a mixture of methylation profiles from different cell types. The current approaches to the association detection only claim whether a cytosine-phosphate-guanine (CpG) site is associated with the phenotype or not, but they cannot determine the cell type in which the risk-CpG site is affected by the phenotype. We propose a solid statistical method, HIgh REsolution (HIRE), which not only substantially improves the power of association detection at the aggregated level as compared to the existing methods but also enables the detection of risk-CpG sites for individual cell types. The ""HIREewas"" R package is to implement HIRE model in R."	https://bioconductor.org/packages/3.20/bioc/html/HIREewas.html
