package.name	keep	about.home	about.license	about.license_family	about.license_file	about.summary	build.noarch	build.number	build.script	package.version	requirements.host	requirements.run	source.sha256	source.url	test.commands	test.imports	about.description	build.rpaths	build.run_exports	extra.parent_recipe.name	extra.parent_recipe.path	extra.parent_recipe.version	source.md5	about.dev_url	build.entry_points	extra.recipe-maintainers	requirements.build	extra.identifiers	extra.notes	build.skip	extra.additional-platforms	source.patches	about.doc_url	extra.skip-lints	extra.container.extended-base	test.requires	about.recipe-maintainers	source.git_rev	source.git_url	build.binary_relocation	source	about.licence_family	about.licence_url	build.has_prefix_files	test.source_files	extra.maintainers	identifiers	build.merge_build_host	extra.authors	about.licence_file	build.script_env	about.notes	test.files	extra.additional notes identifiers	extra.autobump.enable	test.import	outputs	extra.identifies	about.doc_source_url	build.no_link	extra.documentation	extra.doi	about.license_url	extra.recipe_maintainers	source.folder	extra.watch	extra.recipe-maintainer
metaeuk	False	https://github.com/soedinglab/metaeuk	GPL-3	GPL	LICENCE.md	MetaEuk - sensitive, high-throughput gene discovery and annotation for large-scale eukaryotic metagenomics		2		7.bba0d80	['perl', 'gawk', 'zlib', 'bzip2']	['wget', 'gawk', 'zlib', 'bzip2']	45eff3cb8e15626b1142d4717bf43a6e7a1308bc8a6eb1718c70d33d613898fa	https://github.com/soedinglab/metaeuk/archive/7-bba0d80.tar.gz	['metaeuk > /dev/null']				['None']							['milot-mirdita', 'elileka']	['None', 'None', 'cmake', 'make', 'llvm-openmp', 'libgomp']	['doi:10.1186/s40168-020-00808-x', 'biotools:metaeuk']			['linux-aarch64', 'osx-arm64']																																				
allelecodes	False	https://github.com/ncezid-biome/AlleleCodes	GPL-3.0	GPL	LICENSE	Allele Code Assignment Algorithm for cgMLST schemes	generic	0		2.1	['python >=3.6']	['python >=3.6']	ab9945e8b262e0ea6c87d4e756e652c7f62a11ab1e79f57e1baeeefc28badb74	https://github.com/ncezid-biome/AlleleCodes/archive/45e71ed737db62dc66ab699dd4236cae7335a504.tar.gz	['assignAlleleCodes --help']		"This tool assigns nearest-neighbor hierarchical codes to allele profiles using cgMLST schemes, as used in public health genomics.
"		['None']							['lskatz', 'gmaniscoo']																						True																			
eukfinder	False	https://github.com/RogerLab/Eukfinder	MIT		LICENSE.md	Eukfinder is a tool for detecting eukaryotic sequences in metagenomic data.		0		1.2.4	['python ==3.6.15', 'pip', 'setuptools']	['python ==3.6.15', 'numpy', 'pandas', 'joblib', 'pyqt =5', 'spades', 'seqkit', 'trimmomatic', 'centrifuge', 'bowtie2', 'pip']			['plast -h', 'eukfinder --help', 'eukfinder download_db -h', 'eukfinder read_prep -h', 'eukfinder short_seqs -h', 'eukfinder long_seqs -h']				['None']								['wget', 'python ==3.6.15', 'setuptools', 'None', 'None', 'cmake']														[{'sha256': '396f62cb0bafbcbc80804212c348629eea02489828e37cbaa3746b4bee069a27', 'url': 'https://github.com/RogerLab/Eukfinder/archive/refs/tags/v1.2.4.tar.gz'}, {'folder': 'ete3', 'sha256': '805d34f2fe97c2ae61ca1ef8c5fe7138f1ac99aed0eb22cb0c6ed473bb8b08de', 'url': 'https://github.com/etetoolkit/ete/archive/refs/tags/3.1.3.tar.gz'}, {'sha256': '0dbbf88f6e59bb153ff04b5cc80743304d44fc1196de930fd2b56a1061792a6a', 'url': 'https://github.com/PLAST-software/plast-library/releases/download/v2.3.2/plastbinary_osx_v2.3.2.tar.gz'}, {'sha256': 'd8a3ad66849b6090c41acde71750e3d0c339d6b9b7c6f316c307870d773d86fe', 'url': 'https://github.com/PLAST-software/plast-library/releases/download/v2.3.2/plastbinary_linux_v2.3.2.tar.gz'}]																										
graftm	False	http://geronimp.github.io/graftM	GPL3+	GPL3	LICENCE.txt	GraftM is a pipeline used for identifying and classifying marker gene reads from metagenomic datasets	python	0	-m pip install . --ignore-installed --no-deps -vv	0.15.1	['python >=3', 'pip', 'nose']	['python >3.7', 'orfm >=0.2.0', 'hmmer =3.2.1', 'mfqe >=0.5.0', 'pplacer', 'krona >=2.4', 'mafft >=7.22', 'diamond >=0.9', 'fasttree', 'biopython >=1.64', 'biom-format >=2.1.4', 'extern', 'taxtastic >=0.5.4', 'dendropy >=4.1.0', 'pyyaml', 'fastalite', 'jinja2', 'bird_tool_utils_python']	80d828c311d2d6067977cfad5b6bac7cbc5d223ef8ab770d676b39bf2bc75163	https://files.pythonhosted.org/packages/bf/a7/283e41730d4d63c87d0fdb055357307d18bc7ca1736f6156baf46762343a/graftm-0.15.1.tar.gz		['graftm']			['None']																																																
bioconductor-bert	False	https://bioconductor.org/packages/3.20/bioc/html/BERT.html	GPL-3		/lib/R/share/licenses/GPL-3	High Performance Data Integration for Large-Scale Analyses of Incomplete Omic Profiles Using Batch-Effect Reduction Trees (BERT)	generic	0		1.2.0	['bioconductor-biocparallel >=1.40.0,<1.41.0', 'bioconductor-limma >=3.62.0,<3.63.0', 'bioconductor-summarizedexperiment >=1.36.0,<1.37.0', 'bioconductor-sva >=3.54.0,<3.55.0', 'r-base', 'r-cluster', 'r-comprehenr', 'r-foreach >=1.5.2', 'r-invgamma', 'r-iterators >=1.0.14', 'r-janitor >=2.2.0', 'r-logging >=0.10-108']	['bioconductor-biocparallel >=1.40.0,<1.41.0', 'bioconductor-limma >=3.62.0,<3.63.0', 'bioconductor-summarizedexperiment >=1.36.0,<1.37.0', 'bioconductor-sva >=3.54.0,<3.55.0', 'r-base', 'r-cluster', 'r-comprehenr', 'r-foreach >=1.5.2', 'r-invgamma', 'r-iterators >=1.0.14', 'r-janitor >=2.2.0', 'r-logging >=0.10-108']		['https://bioconductor.org/packages/3.20/bioc/src/contrib/BERT_1.2.0.tar.gz', 'https://bioconductor.org/packages/3.20/bioc/src/contrib/Archive/BERT/BERT_1.2.0.tar.gz', 'https://bioarchive.galaxyproject.org/BERT_1.2.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-bert/bioconductor-bert_1.2.0_src_all.tar.gz']	"['$R -e ""library(\'BERT\')""']"		Provides efficient batch-effect adjustment of data with missing values. BERT orders all batch effect correction to a tree of pairwise computations. BERT allows parallelization over sub-trees.	['lib/R/lib/', 'lib/']	None				12e279dc220c5b5d8d327189c37dfdcd																																												
bioconductor-genomicplot	False	https://bioconductor.org/packages/3.20/bioc/html/GenomicPlot.html	GPL-2		/lib/R/share/licenses/GPL-2	Plot profiles of next generation sequencing data in genomic features	generic	0		1.4.0	['bioconductor-biocgenerics >=0.52.0,<0.53.0', 'bioconductor-complexheatmap >=2.22.0,<2.23.0', 'bioconductor-edger >=4.4.0,<4.5.0', 'bioconductor-genomation >=1.38.0,<1.39.0', 'bioconductor-genomeinfodb >=1.42.0,<1.43.0', 'bioconductor-genomicalignments >=1.42.0,<1.43.0', 'bioconductor-genomicfeatures >=1.58.0,<1.59.0', 'bioconductor-genomicranges >=1.58.0,<1.59.0', 'bioconductor-iranges >=2.40.0,<2.41.0', 'bioconductor-plyranges >=1.26.0,<1.27.0', 'bioconductor-rcas >=1.32.0,<1.33.0', 'bioconductor-rsamtools >=2.22.0,<2.23.0', 'bioconductor-rtracklayer >=1.66.0,<1.67.0', 'bioconductor-txdbmaker >=1.2.0,<1.3.0', 'r-base', 'r-circlize', 'r-cowplot >=1.1.1', 'r-dplyr', 'r-ggplot2 >=3.3.5', 'r-ggplotify', 'r-ggpubr', 'r-ggsci >=2.9', 'r-ggsignif >=0.6.3', 'r-scales >=1.2.0', 'r-tidyr', 'r-venndiagram', 'r-viridis']	['bioconductor-biocgenerics >=0.52.0,<0.53.0', 'bioconductor-complexheatmap >=2.22.0,<2.23.0', 'bioconductor-edger >=4.4.0,<4.5.0', 'bioconductor-genomation >=1.38.0,<1.39.0', 'bioconductor-genomeinfodb >=1.42.0,<1.43.0', 'bioconductor-genomicalignments >=1.42.0,<1.43.0', 'bioconductor-genomicfeatures >=1.58.0,<1.59.0', 'bioconductor-genomicranges >=1.58.0,<1.59.0', 'bioconductor-iranges >=2.40.0,<2.41.0', 'bioconductor-plyranges >=1.26.0,<1.27.0', 'bioconductor-rcas >=1.32.0,<1.33.0', 'bioconductor-rsamtools >=2.22.0,<2.23.0', 'bioconductor-rtracklayer >=1.66.0,<1.67.0', 'bioconductor-txdbmaker >=1.2.0,<1.3.0', 'r-base', 'r-circlize', 'r-cowplot >=1.1.1', 'r-dplyr', 'r-ggplot2 >=3.3.5', 'r-ggplotify', 'r-ggpubr', 'r-ggsci >=2.9', 'r-ggsignif >=0.6.3', 'r-scales >=1.2.0', 'r-tidyr', 'r-venndiagram', 'r-viridis']		['https://bioconductor.org/packages/3.20/bioc/src/contrib/GenomicPlot_1.4.0.tar.gz', 'https://bioconductor.org/packages/3.20/bioc/src/contrib/Archive/GenomicPlot/GenomicPlot_1.4.0.tar.gz', 'https://bioarchive.galaxyproject.org/GenomicPlot_1.4.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-genomicplot/bioconductor-genomicplot_1.4.0_src_all.tar.gz']	"['$R -e ""library(\'GenomicPlot\')""']"		Visualization of next generation sequencing (NGS) data is essential for interpreting high-throughput genomics experiment results. 'GenomicPlot' facilitates plotting of NGS data in various formats (bam, bed, wig and bigwig); both coverage and enrichment over input can be computed and displayed with respect to genomic features (such as UTR, CDS, enhancer), and user defined genomic loci or regions. Statistical tests on signal intensity within user defined regions of interest can be performed and represented as boxplots or bar graphs. Parallel processing is used to speed up computation on multicore platforms. In addition to genomic plots which is suitable for displaying of coverage of genomic DNA (such as ChIPseq data), metagenomic (without introns) plots can also be made for RNAseq or CLIPseq data as well.	['lib/R/lib/', 'lib/']	None				6427ba00460ed3545974ecbfdf27fc41																																												
bioconductor-genebreak	False	https://bioconductor.org/packages/3.20/bioc/html/GeneBreak.html	GPL-2		/lib/R/share/licenses/GPL-2	Gene Break Detection	generic	0		1.36.0	['bioconductor-cghbase >=1.66.0,<1.67.0', 'bioconductor-cghcall >=2.68.0,<2.69.0', 'bioconductor-genomicranges >=1.58.0,<1.59.0', 'bioconductor-qdnaseq >=1.42.0,<1.43.0', 'r-base']	['bioconductor-cghbase >=1.66.0,<1.67.0', 'bioconductor-cghcall >=2.68.0,<2.69.0', 'bioconductor-genomicranges >=1.58.0,<1.59.0', 'bioconductor-qdnaseq >=1.42.0,<1.43.0', 'r-base']		['https://bioconductor.org/packages/3.20/bioc/src/contrib/GeneBreak_1.36.0.tar.gz', 'https://bioconductor.org/packages/3.20/bioc/src/contrib/Archive/GeneBreak/GeneBreak_1.36.0.tar.gz', 'https://bioarchive.galaxyproject.org/GeneBreak_1.36.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-genebreak/bioconductor-genebreak_1.36.0_src_all.tar.gz']	"['$R -e ""library(\'GeneBreak\')""']"		Recurrent breakpoint gene detection on copy number aberration profiles.	['lib/R/lib/', 'lib/']	None	bioconductor-genebreak	recipes/bioconductor-genebreak	1.10.0	fad78dcf860cd3a3c9a9960ddae99aa9					['biotools:genebreak', 'doi:10.12688/f1000research.9259.1']																																							
bioconductor-metagenomeseq	False	https://bioconductor.org/packages/3.18/bioc/html/metagenomeSeq.html	Artistic-2.0			Statistical analysis for sparse high-throughput sequencing	generic	0		1.43.0	['bioconductor-biobase >=2.62.0,<2.63.0', 'bioconductor-limma >=3.58.0,<3.59.0', 'bioconductor-wrench >=1.20.0,<1.21.0', 'r-base', 'r-foreach', 'r-glmnet', 'r-gplots', 'r-matrix', 'r-matrixstats', 'r-rcolorbrewer']	['bioconductor-biobase >=2.62.0,<2.63.0', 'bioconductor-limma >=3.58.0,<3.59.0', 'bioconductor-wrench >=1.20.0,<1.21.0', 'r-base', 'r-foreach', 'r-glmnet', 'r-gplots', 'r-matrix', 'r-matrixstats', 'r-rcolorbrewer']		['https://bioconductor.org/packages/3.18/bioc/src/contrib/metagenomeSeq_1.43.0.tar.gz', 'https://bioconductor.org/packages/3.18/bioc/src/contrib/Archive/metagenomeSeq/metagenomeSeq_1.43.0.tar.gz', 'https://bioarchive.galaxyproject.org/metagenomeSeq_1.43.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-metagenomeseq/bioconductor-metagenomeseq_1.43.0_src_all.tar.gz']	"['$R -e ""library(\'metagenomeSeq\')""']"		metagenomeSeq is designed to determine features (be it Operational Taxanomic Unit (OTU), species, etc.) that are differentially abundant between two or more groups of multiple samples. metagenomeSeq is designed to address the effects of both normalization and under-sampling of microbial communities on disease association detection and the testing of feature correlations.	['lib/R/lib/', 'lib/']	None	bioconductor-metagenomeseq	recipes/bioconductor-metagenomeseq	1.22.0	ea0139abb9cbcda1f445b3527e621345					['biotools:metagenomeseq', 'doi:10.1038/nmeth.2658']																																							
hamroaster	False	https://github.com/ewissel/hAMRoaster	CC0		LICENSE	An analysis pipeline to compare the output of different AMR detection tools and provide metrics of their performance	python	0		2.0		['python', 'pandas', 'numpy']	894cc31d8fdee4637e264e0f5bf4907ba9634eea7bee130de78c418eb2f79999	https://github.com/ewissel/hAMRoaster/archive/v2.0.tar.gz	['hAMRoaster -h']																																																				
noise2read	False	https://github.com/Jappy0/noise2read	MIT		LICENSE	Turn noise to read	python	0	-m pip install . -vv --no-deps --no-build-isolation	0.3.0	['python >=3.8', 'setuptools', 'wheel', 'pip']	['python >=3.8', 'biopython ==1.79', 'xgboost ==1.6.1', 'xlsxwriter >=3.0.3', 'scikit-learn >=1.1.1', 'networkx ==2.8.5', 'pandas >=1.4.3', 'optuna >=3.1.1', 'matplotlib-base >=3.5.2', 'mpire >=2.8.0', 'editdistance >=0.6.0', 'imbalanced-learn >=0.9.1', 'seqtk', 'bcool']	d259167a34cf99776cc3ad968c2d0aafb720b781854b09e33737c2927f34a713	https://pypi.io/packages/source/n/noise2read/noise2read-0.3.0.tar.gz	['noise2read -v']		"noise2read, originated in a computable rule translated from PCR erring mechanism that: a rare read is erroneous if it has a neighboring read of high abundance, turns erroneous reads into their original state without bringing up any non-existing sequences into the short read set(&lt 300bp) including DNA and RNA sequencing (DNA/RNA-seq), small RNA, unique molecular identifiers (UMI) and amplicon sequencing data.
"		['None']							['Jappy0']																																									
irep	False	https://github.com/christophertbrown/iRep	MIT	MIT		calculate iRep replication rates from metagenome sequencing	python	1		1.1.7	['python', 'setuptools', 'lmfit', 'numpy', 'scipy', 'pandas', 'seaborn', 'matplotlib']	['python', 'lmfit', 'numpy', 'scipy', 'pandas', 'seaborn', 'matplotlib']		https://pypi.io/packages/source/i/irep/iRep-1.1.7.tar.gz		['iRep']							8be4e4939fad1828232c06570c3a6743																																												
bioconductor-sepira	False	https://bioconductor.org/packages/3.17/bioc/html/SEPIRA.html	GPL-3		/lib/R/share/licenses/GPL-3	Systems EPigenomics Inference of Regulatory Activity	generic	0		1.20.0	['bioconductor-limma >=3.56.0,<3.57.0', 'r-base', 'r-corpcor >=1.6.9']	['bioconductor-limma >=3.56.0,<3.57.0', 'r-base', 'r-corpcor >=1.6.9']		['https://bioconductor.org/packages/3.17/bioc/src/contrib/SEPIRA_1.20.0.tar.gz', 'https://bioconductor.org/packages/3.17/bioc/src/contrib/Archive/SEPIRA/SEPIRA_1.20.0.tar.gz', 'https://bioarchive.galaxyproject.org/SEPIRA_1.20.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-sepira/bioconductor-sepira_1.20.0_src_all.tar.gz']	"['$R -e ""library(\'SEPIRA\')""']"		SEPIRA (Systems EPigenomics Inference of Regulatory Activity) is an algorithm that infers sample-specific transcription factor activity from the genome-wide expression or DNA methylation profile of the sample.	['lib/R/lib/', 'lib/']					c7ed46a5810d2e91210561758428a7fb																																												
roprofile	False	https://github.com/cimendes/roProfile	GPLv3		LICENSE	Generation of pan-genome profile files using Roary output.	generic	1		1.4.5		['python <3', 'biopython >=1.66', 'matplotlib >=1.5.2', 'mpld3 >=0.2', 'pandas >=0.15.0']		https://github.com/cimendes/roProfile/archive/2a8c52fafc5ae47fe0e7f2b29999579352fdfed1.tar.gz	['roProfile.py --version']								52a4b174d5d862f0f4b0f203bfe3dc16																																												
gretel	False	https://github.com/SamStudio8/gretel	MIT		LICENSE	An algorithm for recovering haplotypes from metagenomes	python	1	-m pip install . --ignore-installed --no-deps -vv	0.0.94	['python', 'pip']	['python', 'pysam', 'numpy', 'hanselx 0.0.92', 'pyvcf']	3a8b30d208fbf0c1d0902f6862455078baeb9cba09cc330f780ab4fd44dae95b	https://github.com/SamStudio8/gretel/archive/v0.0.94.tar.gz	"['gretel -h', ""gretel --version | grep 'gretel 0.0.94'""]"	['gretel']												['doi:10.1101/223404']																																							
rpbp	False	https://github.com/dieterich-lab/rp-bp	MIT	MIT	LICENSE	Ribosome profiling with Bayesian predictions (Rp-Bp).		0	-m pip install . --no-deps --no-build-isolation --no-cache-dir -vvv && compile-rpbp-models	4.0.1	['python', 'pip', 'cmdstanpy >=1.0.0']	['python', 'pbiotools >=5.0.0', 'appdirs', 'cmdstanpy >=1.0.0', 'dash', 'dash-bio', 'dash-bootstrap-components', 'numpy', 'pytest', 'pyyaml', 'statsmodels', 'bowtie2', 'fastqc', 'flexbar', 'samtools', 'star']	c01f890cf5a03e8aeb1e724e46e8eddfe4f9ac8bb20beeb4f78e083bd5dc7c27	https://github.com/dieterich-lab/rp-bp/archive/4.0.1.tar.gz	['extract-orf-coordinates --help', 'label-orfs --help', 'prepare-rpbp-genome --help', 'run-rpbp-pipeline --help', 'run-all-rpbp-instances --help', 'create-orf-profiles --help', 'create-base-genome-profile --help', 'extract-orf-profiles --help', 'merge-replicate-orf-profiles --help', 'extract-metagene-profiles --help', 'estimate-metagene-profile-bayes-factors --help', 'select-periodic-offsets --help', 'predict-translated-orfs --help', 'estimate-orf-bayes-factors --help', 'select-final-prediction-set --help', 'summarize-rpbp-profile-construction --help', 'visualize-metagene-profile-bayes-factor --help', 'get-all-read-filtering-counts --help', 'rpbp-profile-construction-dashboard --help', 'summarize-rpbp-predictions --help', 'visualize-orf-type-metagene-profiles --help', 'get-orf-peptide-matches --help', 'filter-nonunique-peptide-matches --help', 'compile-rpbp-models --help', 'create-read-length-orf-profiles --help', 'collect-read-length-orf-profiles --help']	['rpbp', 'rpbp.analysis', 'rpbp.orf_profile_construction', 'rpbp.reference_preprocessing', 'rpbp.ribo_utils', 'rpbp.translation_prediction']			['None']					https://github.com/dieterich-lab/rp-bp	['extract-orf-coordinates = rpbp.reference_preprocessing.extract_orf_coordinates:main', 'label-orfs = rpbp.reference_preprocessing.label_orfs:main', 'prepare-rpbp-genome = rpbp.reference_preprocessing.prepare_rpbp_genome:main', 'run-rpbp-pipeline = rpbp.run_rpbp_pipeline:main', 'run-all-rpbp-instances = rpbp.run_all_rpbp_instances:main', 'create-orf-profiles = rpbp.orf_profile_construction.create_orf_profiles:main', 'create-base-genome-profile = rpbp.orf_profile_construction.create_base_genome_profile:main', 'extract-orf-profiles = rpbp.orf_profile_construction.extract_orf_profiles:main', 'merge-replicate-orf-profiles = rpbp.translation_prediction.merge_replicate_orf_profiles:main', 'extract-metagene-profiles = rpbp.orf_profile_construction.extract_metagene_profiles:main', 'estimate-metagene-profile-bayes-factors = rpbp.orf_profile_construction.estimate_metagene_profile_bayes_factors:main', 'select-periodic-offsets = rpbp.orf_profile_construction.select_periodic_offsets:main', 'predict-translated-orfs = rpbp.translation_prediction.predict_translated_orfs:main', 'estimate-orf-bayes-factors = rpbp.translation_prediction.estimate_orf_bayes_factors:main', 'select-final-prediction-set = rpbp.translation_prediction.select_final_prediction_set:main', 'summarize-rpbp-profile-construction = rpbp.analysis.profile_construction.summarize_rpbp_profile_construction:main', 'visualize-metagene-profile-bayes-factor = rpbp.analysis.profile_construction.visualize_metagene_profile_bayes_factor:main', 'get-all-read-filtering-counts = rpbp.analysis.profile_construction.get_all_read_filtering_counts:main', 'rpbp-profile-construction-dashboard = rpbp.analysis.profile_construction.dashboard.rpbp_profile_construction_dashboard:main', 'summarize-rpbp-predictions = rpbp.analysis.rpbp_predictions.summarize_rpbp_predictions:main', 'visualize-orf-type-metagene-profiles = rpbp.analysis.rpbp_predictions.visualize_orf_type_metagene_profiles:main', 'rpbp-predictions-dashboard = rpbp.analysis.rpbp_predictions.dashboard.rpbp_predictions_dashboard:main', 'get-orf-peptide-matches = rpbp.analysis.proteomics.get_orf_peptide_matches:main', 'filter-nonunique-peptide-matches = rpbp.analysis.proteomics.filter_nonunique_peptide_matches:main', 'compile-rpbp-models = rpbp.ribo_utils.compile_rpbp_models:main', 'create-read-length-orf-profiles = rpbp.analysis.profile_construction.create_read_length_orf_profiles:main', 'collect-read-length-orf-profiles = rpbp.analysis.profile_construction.collect_read_length_orf_profiles:main']		['None']	['doi:10.1093/nar/gkw1350']		True	['linux-aarch64', 'osx-arm64']		https://rp-bp.readthedocs.io/en/latest																																		
